"filename", "language", "Java", "Java Properties", "XML", "Batch", "Log", "Markdown", "JSON", "comment", "blank", "total"
"/home/jos/Documentos/GitHub/Biblioteca_SG/Genero/genero/src/main/resources/application.properties", "Java Properties", 0, 17, 0, 0, 0, 0, 0, 7, 8, 32
"/home/jos/Documentos/GitHub/Biblioteca_SG/Genero/genero/src/test/java/com/biblioteca/genero/GeneroApplicationTests.java", "Java", 9, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/home/jos/Documentos/GitHub/Biblioteca_SG/Genero/genero/src/test/java/com/example/genero/GeneroApplicationTests.java", "Java", 9, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/home/jos/Documentos/GitHub/Biblioteca_SG/Genero/persona.log", "Log", 0, 0, 0, 0, 1021, 0, 0, 0, 3, 1024
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/.mvn/wrapper/maven-wrapper.properties", "Java Properties", 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/mvnw.cmd", "Batch", 0, 0, 0, 139, 0, 0, 0, 26, 25, 190
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/pom.xml", "XML", 0, 0, 152, 0, 0, 0, 0, 0, 156, 308
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/LibroApplication.java", "Java", 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/client/AutorClient.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/client/EjemplarClient.java", "Java", 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/client/GeneroClient.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/config/FeignConfig.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/controller/LibroAutorController.java", "Java", 17, 0, 0, 0, 0, 0, 0, 0, 7, 24
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/controller/LibroController.java", "Java", 72, 0, 0, 0, 0, 0, 0, 0, 18, 90
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/controller/LibroGeneroController.java", "Java", 42, 0, 0, 0, 0, 0, 0, 0, 12, 54
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/LibroAutorDTO.java", "Java", 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/LibroDTO.java", "Java", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/LibroGeneroDTO.java", "Java", 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/clientDTO/AutorDTO.java", "Java", 16, 0, 0, 0, 0, 0, 0, 0, 8, 24
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/clientDTO/EjemplarDTO.java", "Java", 10, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/clientDTO/GeneroDTO.java", "Java", 10, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/clientDTO/LibroAutoresDTO.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/clientDTO/LibroEjemplaresDTO.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/dto/clientDTO/LibroGenerosDTO.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/exception/GlobalExceptionHandler.java", "Java", 24, 0, 0, 0, 0, 0, 0, 4, 5, 33
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/model/Libro.java", "Java", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/model/LibroAutor.java", "Java", 23, 0, 0, 0, 0, 0, 0, 0, 6, 29
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/model/LibroAutorID.java", "Java", 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/model/LibroGenero.java", "Java", 23, 0, 0, 0, 0, 0, 0, 0, 6, 29
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/model/LibroGeneroID.java", "Java", 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/repository/LibroAutorRepository.java", "Java", 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/repository/LibroGeneroRepository.java", "Java", 12, 0, 0, 0, 0, 0, 0, 0, 6, 18
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/repository/LibroRepository.java", "Java", 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/security/SecurityConfig.java", "Java", 41, 0, 0, 0, 0, 0, 0, 0, 7, 48
"/home/jos/Documentos/GitHub/Biblioteca_SG/Libro/libro/src/main/java/com/example/libro/service/LibroAutorService.java", "Java", 45, 0, 0, 0, 0, 0, 0, 0, 16, 61
